Date,Open,High,Low,Close,Adj Close,Volume
2007-11-05,0.485000,0.485000,0.485000,0.485000,0.485000,4332
2007-11-06,0.470000,0.470000,0.470000,0.470000,0.470000,2600
2007-11-07,0.475000,0.475000,0.475000,0.475000,0.475000,27000
2007-11-08,0.475000,0.475000,0.475000,0.475000,0.475000,51240
2007-11-09,0.470000,0.470000,0.450000,0.450000,0.450000,671
2007-11-12,0.450000,0.450000,0.450000,0.450000,0.450000,0
2007-11-13,0.450000,0.450000,0.450000,0.450000,0.450000,0
2007-11-14,0.450000,0.475000,0.450000,0.475000,0.475000,52200
2007-11-15,0.450000,0.450000,0.450000,0.450000,0.450000,3268
2007-11-16,0.450000,0.450000,0.450000,0.450000,0.450000,2000
2007-11-19,0.450000,0.450000,0.400000,0.425000,0.425000,34840
2007-11-20,0.400000,0.400000,0.350000,0.350000,0.350000,4223
2007-11-21,0.350000,0.350000,0.350000,0.350000,0.350000,0
2007-11-22,0.350000,0.350000,0.350000,0.350000,0.350000,0
2007-11-23,0.350000,0.350000,0.350000,0.350000,0.350000,0
2007-11-26,0.350000,0.350000,0.350000,0.350000,0.350000,0
2007-11-27,0.350000,0.390000,0.275000,0.360000,0.360000,828948
2007-11-28,0.375000,0.375000,0.360000,0.360000,0.360000,5775
2007-11-29,0.360000,0.360000,0.360000,0.360000,0.360000,0
2007-11-30,0.360000,0.360000,0.360000,0.360000,0.360000,0
2007-12-03,0.360000,0.360000,0.360000,0.360000,0.360000,0
2007-12-04,0.350000,0.350000,0.255000,0.275000,0.275000,64938
2007-12-05,0.275000,0.275000,0.275000,0.275000,0.275000,0
2007-12-06,0.280000,0.280000,0.280000,0.280000,0.280000,27000
2007-12-07,0.280000,0.300000,0.280000,0.300000,0.300000,44224
2007-12-10,0.300000,0.300000,0.300000,0.300000,0.300000,2840
2007-12-11,0.300000,0.300000,0.300000,0.300000,0.300000,0
2007-12-12,0.300000,0.300000,0.300000,0.300000,0.300000,11724
2007-12-13,0.325000,0.340000,0.325000,0.325000,0.325000,89567
2007-12-14,0.325000,0.350000,0.325000,0.350000,0.350000,12000
2007-12-17,0.350000,0.350000,0.350000,0.350000,0.350000,0
2007-12-18,0.335000,0.350000,0.335000,0.335000,0.335000,94758
2007-12-19,0.335000,0.335000,0.335000,0.335000,0.335000,35241
2007-12-20,0.330000,0.330000,0.325000,0.325000,0.325000,58758
2007-12-21,0.350000,0.360000,0.350000,0.360000,0.360000,104000
2007-12-24,0.300000,0.300000,0.300000,0.300000,0.300000,4000
2007-12-27,0.300000,0.300000,0.300000,0.300000,0.300000,0
2007-12-28,0.300000,0.300000,0.300000,0.300000,0.300000,0
2007-12-31,0.300000,0.300000,0.300000,0.300000,0.300000,0
2008-01-02,0.300000,0.300000,0.300000,0.300000,0.300000,0
2008-01-03,0.325000,0.325000,0.325000,0.325000,0.325000,100000
2008-01-04,0.360000,0.400000,0.360000,0.375000,0.375000,135000
2008-01-07,0.375000,0.375000,0.325000,0.325000,0.325000,28194
2008-01-08,0.325000,0.325000,0.325000,0.325000,0.325000,1000
2008-01-09,0.325000,0.325000,0.325000,0.325000,0.325000,0
2008-01-10,0.325000,0.325000,0.325000,0.325000,0.325000,0
2008-01-11,0.325000,0.325000,0.325000,0.325000,0.325000,0
2008-01-14,0.300000,0.300000,0.300000,0.300000,0.300000,11058
2008-01-15,0.300000,0.300000,0.300000,0.300000,0.300000,0
2008-01-16,0.300000,0.300000,0.280000,0.280000,0.280000,20747
2008-01-17,0.280000,0.280000,0.280000,0.280000,0.280000,0
2008-01-18,0.280000,0.280000,0.280000,0.280000,0.280000,0
2008-01-21,0.255000,0.255000,0.255000,0.255000,0.255000,680
2008-01-22,0.200000,0.200000,0.200000,0.200000,0.200000,7320
2008-01-23,0.220000,0.275000,0.220000,0.275000,0.275000,20000
2008-01-24,0.275000,0.300000,0.275000,0.300000,0.300000,14000
2008-01-25,0.300000,0.300000,0.300000,0.300000,0.300000,0
2008-01-29,0.300000,0.300000,0.300000,0.300000,0.300000,0
2008-01-30,0.300000,0.300000,0.300000,0.300000,0.300000,0
2008-01-31,0.230000,0.230000,0.230000,0.230000,0.230000,15000
2008-02-01,0.230000,0.230000,0.230000,0.230000,0.230000,0
2008-02-04,0.230000,0.230000,0.225000,0.225000,0.225000,25715
2008-02-05,0.225000,0.225000,0.225000,0.225000,0.225000,0
2008-02-06,0.205000,0.205000,0.205000,0.205000,0.205000,22485
2008-02-07,0.205000,0.205000,0.205000,0.205000,0.205000,5000
2008-02-08,0.205000,0.205000,0.200000,0.200000,0.200000,19000
2008-02-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-02-12,0.200000,0.200000,0.200000,0.200000,0.200000,99194
2008-02-13,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-02-14,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-02-15,0.200000,0.200000,0.200000,0.200000,0.200000,2040
2008-02-18,0.200000,0.220000,0.200000,0.220000,0.220000,6600
2008-02-19,0.220000,0.220000,0.220000,0.220000,0.220000,0
2008-02-20,0.220000,0.220000,0.220000,0.220000,0.220000,14000
2008-02-21,0.220000,0.220000,0.220000,0.220000,0.220000,0
2008-02-22,0.220000,0.220000,0.220000,0.220000,0.220000,0
2008-02-25,0.200000,0.200000,0.200000,0.200000,0.200000,20000
2008-02-26,0.175000,0.175000,0.175000,0.175000,0.175000,10000
2008-02-27,0.175000,0.175000,0.175000,0.175000,0.175000,9680
2008-02-28,0.185000,0.185000,0.185000,0.185000,0.185000,2297
2008-02-29,0.155000,0.160000,0.155000,0.155000,0.155000,14320
2008-03-03,0.155000,0.155000,0.155000,0.155000,0.155000,0
2008-03-04,0.155000,0.155000,0.155000,0.155000,0.155000,0
2008-03-05,0.155000,0.155000,0.155000,0.155000,0.155000,0
2008-03-06,0.145000,0.175000,0.145000,0.175000,0.175000,8000
2008-03-07,0.175000,0.175000,0.175000,0.175000,0.175000,0
2008-03-10,0.175000,0.175000,0.175000,0.175000,0.175000,0
2008-03-11,0.175000,0.175000,0.175000,0.175000,0.175000,0
2008-03-12,0.175000,0.175000,0.175000,0.175000,0.175000,0
2008-03-13,0.175000,0.175000,0.175000,0.175000,0.175000,0
2008-03-14,0.175000,0.175000,0.175000,0.175000,0.175000,0
2008-03-17,0.155000,0.175000,0.155000,0.175000,0.175000,59382
2008-03-18,0.175000,0.200000,0.175000,0.200000,0.200000,35617
2008-03-19,0.200000,0.200000,0.200000,0.200000,0.200000,64400
2008-03-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-03-25,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-03-26,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-03-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-03-28,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-03-31,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-01,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-04,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-10,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-14,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-15,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-18,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-21,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-22,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-28,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-04-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-01,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-13,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-14,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-15,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-19,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-21,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-22,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-26,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-28,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-05-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-04,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-10,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-13,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-18,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-19,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-25,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-26,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-06-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-01,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-04,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-10,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-14,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-15,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-18,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-21,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-22,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-25,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-28,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-07-31,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-01,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-04,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-13,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-14,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-15,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-18,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-19,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-21,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-22,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-25,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-26,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-28,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-08-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-01,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-04,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-10,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-15,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-18,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-19,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-22,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-25,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-26,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-09-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-01,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-10,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-13,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-14,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-15,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-21,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-22,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-28,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-10-31,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-04,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-10,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-13,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-14,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-18,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-19,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-21,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-25,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-26,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-11-28,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-01,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-04,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-10,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-15,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-18,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-19,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-22,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2008-12-31,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-13,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-14,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-15,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-19,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-21,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-22,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-28,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-01-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-04,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-10,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-13,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-18,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-19,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-25,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-26,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-02-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-04,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-05,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-10,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-11,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-12,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-13,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-18,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-19,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-25,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-26,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-03-31,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-01,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-02,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-03,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-06,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-07,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-08,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-09,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-14,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-15,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-16,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-17,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-20,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-21,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-22,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-24,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-28,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2009-04-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
